order_date,order_time,product_category,qty,unit_price,store_id,store_location,customer_id,customer_age,customer_gender,loyalty_member,is_repeat_customer,customer_discovery_source,payment_method,discount_applied,total_amount,promo_applied,promo_type
2020-12-12,16:04:49,Pizza,3,6.2,STORE_6,Downtown,CUST_42,18,Other,False,False,Event,UPI,0.26,24.74,True,% off
2021-06-01,07:43:48,Merchandise,2,2.17,STORE_7,Suburbs,CUST_43,26,Male,False,False,Friend,Wallet,0.32,15.24,True,None
2021-02-19,16:09:22,Snacks,4,6.62,STORE_9,Downtown,CUST_44,25,Other,False,True,Social Media,Cash,0.25,25.56,False,% off
2021-04-16,15:11:13,Snacks,4,4.96,STORE_4,Downtown,CUST_45,40,Other,True,True,Online Ad,Wallet,0.24,39.1,True,BOGO
2023-05-17,11:47:44,Tea,4,5.34,STORE_6,Suburbs,CUST_46,32,Other,True,True,Event,Cash,0.2,28.91,False,% off
2023-09-17,14:52:29,Tea,4,3.79,STORE_1,Uptown,CUST_47,35,Male,False,True,Social Media,Wallet,0.27,16.58,False,BOGO
2021-12-15,03:20:11,Cold Drinks,3,4.53,STORE_6,Suburbs,CUST_48,61,Male,False,False,Event,Card,0.04,24.01,False,BOGO
2021-08-16,15:33:19,Snacks,2,6.26,STORE_2,Suburbs,CUST_49,36,Female,True,False,Walk-in,UPI,0.19,16.99,False,% off
2020-02-04,05:03:30,Coffee,2,6.66,STORE_9,Suburbs,CUST_50,56,Other,True,False,Social Media,Card,0.22,43.18,True,None
2024-07-03,15:22:07,Coffee,3,4.32,STORE_4,Airport,CUST_51,43,Female,True,True,Friend,UPI,0.23,34.47,True,BOGO
2022-11-21,07:45:33,Merchandise,2,6.15,STORE_5,Uptown,CUST_52,29,Other,False,False,Friend,Cash,0.23,5.83,True,% off
2021-12-13,05:09:34,Coffee,3,3.55,STORE_5,Uptown,CUST_53,54,Male,False,True,Social Media,Wallet,0.31,41.68,False,Flat discount
2024-03-18,00:47:34,Snacks,4,6.99,STORE_1,Suburbs,CUST_54,53,Male,False,True,Event,Wallet,0.22,41.09,False,% off
2024-06-06,09:43:14,Cold Drinks,3,5.66,STORE_3,Downtown,CUST_55,24,Other,True,True,Social Media,Card,0.36,17.34,True,BOGO
2022-10-11,10:25:26,Snacks,4,6.65,STORE_8,Airport,CUST_56,26,Male,True,False,Friend,Card,0.49,8.44,False,Flat discount
2021-07-22,08:56:31,Cake,4,4.86,STORE_6,Downtown,CUST_57,48,Female,True,True,Walk-in,Card,0.29,48.53,True,None
2020-11-10,16:16:05,Snacks,1,3.37,STORE_6,Uptown,CUST_58,55,Female,True,False,Walk-in,UPI,0.43,38.93,False,BOGO
2023-08-04,15:59:33,Cold Drinks,3,4.58,STORE_5,Airport,CUST_59,39,Male,False,True,Social Media,Card,0.34,46.03,True,% off
2021-07-07,02:53:35,Coffee,1,4.29,STORE_8,Suburbs,CUST_60,60,Other,False,True,Friend,UPI,0.09,18.93,True,% off
2021-05-20,00:23:31,Pizza,3,4.0,STORE_1,Airport,CUST_61,29,Female,False,False,Walk-in,Wallet,0.08,46.03,True,% off
2024-10-26,02:15:53,Merchandise,3,3.27,STORE_2,Uptown,CUST_62,51,Other,False,True,Friend,UPI,0.3,42.39,True,None
2021-04-13,02:26:33,Cake,1,6.56,STORE_5,Airport,CUST_63,57,Male,True,True,Social Media,Card,0.09,21.31,True,None
2024-09-10,16:31:29,Coffee,1,2.52,STORE_3,Suburbs,CUST_64,19,Male,True,False,Event,Cash,0.04,17.45,True,Flat discount
2023-10-13,23:47:20,Merchandise,3,7.33,STORE_10,Suburbs,CUST_65,61,Female,True,False,Event,Card,0.49,45.27,True,None
2022-06-07,11:43:27,Coffee,2,3.05,STORE_6,Airport,CUST_66,49,Other,False,False,Walk-in,Card,0.26,35.82,False,None
2020-05-21,11:05:54,Cake,4,7.88,STORE_1,Airport,CUST_67,18,Male,True,True,Event,Cash,0.26,49.09,False,Flat discount
2022-12-26,18:27:42,Snacks,1,7.93,STORE_4,Airport,CUST_68,42,Other,True,True,Online Ad,Cash,0.39,8.47,False,% off
2021-02-11,15:06:28,Cold Drinks,4,4.39,STORE_4,Suburbs,CUST_69,21,Other,False,False,Social Media,UPI,0.29,43.56,False,BOGO
2021-07-06,13:25:03,Pizza,2,7.93,STORE_7,Suburbs,CUST_70,55,Male,False,True,Online Ad,Card,0.23,45.11,True,Flat discount
2023-10-18,15:23:50,Cake,2,7.21,STORE_10,Uptown,CUST_71,62,Female,False,True,Event,Wallet,0.23,20.12,False,None
2024-03-23,05:44:08,Cold Drinks,2,2.49,STORE_4,Suburbs,CUST_72,21,Other,False,True,Social Media,Card,0.48,30.53,False,Flat discount
2024-12-14,22:39:17,Snacks,1,7.68,STORE_7,Airport,CUST_73,26,Male,False,False,Friend,Wallet,0.02,49.21,False,Flat discount
2024-02-27,01:09:52,Cake,2,2.26,STORE_9,Downtown,CUST_74,35,Male,True,True,Social Media,Wallet,0.13,49.74,True,None
2022-11-26,21:56:19,Tea,1,3.09,STORE_4,Uptown,CUST_75,58,Male,False,True,Walk-in,Wallet,0.33,10.07,True,Flat discount
2024-04-25,18:24:51,Pizza,2,5.51,STORE_5,Airport,CUST_76,28,Female,True,True,Online Ad,UPI,0.01,37.54,False,Flat discount
2021-03-11,12:09:21,Coffee,4,2.48,STORE_1,Uptown,CUST_77,23,Male,False,False,Online Ad,Card,0.34,23.53,True,None
2022-08-10,12:27:03,Coffee,4,2.97,STORE_3,Airport,CUST_78,33,Male,True,True,Social Media,Card,0.25,30.04,True,% off
2023-09-21,15:52:38,Pizza,3,7.72,STORE_2,Airport,CUST_79,25,Other,False,True,Social Media,UPI,0.28,15.1,True,BOGO
2023-07-14,02:21:18,Tea,4,7.97,STORE_2,Airport,CUST_80,36,Other,False,True,Event,UPI,0.32,48.84,False,% off
2024-06-22,07:55:06,Cold Drinks,3,6.79,STORE_1,Downtown,CUST_81,22,Other,True,False,Event,Card,0.22,38.17,True,% off
2023-03-02,06:24:28,Snacks,4,5.09,STORE_5,Downtown,CUST_82,57,Other,True,False,Friend,Card,0.16,42.7,False,None
2024-02-29,14:33:24,Coffee,1,7.4,STORE_6,Suburbs,CUST_83,43,Other,True,False,Online Ad,Card,0.38,20.7,True,% off
2023-04-06,17:31:12,Cold Drinks,4,2.67,STORE_5,Downtown,CUST_84,42,Male,False,True,Online Ad,UPI,0.36,35.12,True,None
2023-11-22,09:08:33,Tea,3,7.66,STORE_10,Airport,CUST_85,42,Other,False,False,Online Ad,Cash,0.14,31.58,True,None
2020-05-27,09:25:55,Cold Drinks,3,4.11,STORE_9,Airport,CUST_86,26,Male,True,True,Online Ad,Card,0.3,25.38,False,BOGO
2022-02-27,08:02:26,Coffee,2,7.17,STORE_1,Airport,CUST_87,52,Other,False,True,Online Ad,Card,0.37,13.97,True,BOGO
2023-05-24,18:36:05,Merchandise,1,6.01,STORE_5,Uptown,CUST_88,18,Female,True,True,Online Ad,Wallet,0.3,47.27,True,Flat discount
2023-02-25,14:39:09,Snacks,4,7.76,STORE_7,Airport,CUST_89,64,Other,True,True,Event,Wallet,0.13,10.68,True,None
2021-08-30,14:28:48,Merchandise,2,7.19,STORE_1,Suburbs,CUST_90,19,Male,False,False,Walk-in,UPI,0.15,33.93,False,None
2022-04-25,04:05:04,Pizza,4,7.33,STORE_7,Downtown,CUST_91,61,Other,True,True,Friend,Card,0.02,40.15,True,Flat discount
2020-06-18,12:07:37,Cold Drinks,4,5.79,STORE_6,Airport,CUST_92,59,Female,True,False,Online Ad,Card,0.1,34.36,True,Flat discount
2025-03-07,23:36:15,Snacks,2,7.0,STORE_4,Uptown,CUST_93,42,Female,False,True,Online Ad,Card,0.16,44.33,False,None
2022-10-10,15:16:47,Tea,2,6.54,STORE_5,Downtown,CUST_94,53,Female,True,False,Friend,Card,0.4,23.95,True,BOGO
2023-10-23,23:23:55,Snacks,2,2.97,STORE_10,Suburbs,CUST_95,53,Male,False,False,Event,Card,0.19,7.6,True,% off
2024-05-08,23:33:43,Snacks,2,5.89,STORE_4,Downtown,CUST_96,29,Other,True,True,Walk-in,Card,0.48,43.67,False,Flat discount
2020-08-18,07:02:36,Tea,2,2.89,STORE_1,Uptown,CUST_97,46,Male,True,False,Event,Cash,0.49,20.06,True,Flat discount
2020-09-08,01:49:16,Pizza,4,7.22,STORE_10,Downtown,CUST_98,29,Other,False,True,Social Media,UPI,0.22,37.34,True,None
2024-12-23,15:25:06,Snacks,2,2.4,STORE_7,Suburbs,CUST_99,30,Male,True,True,Event,UPI,0.27,25.39,False,% off
2021-08-14,00:55:33,Pizza,1,7.92,STORE_7,Suburbs,CUST_100,28,Male,False,False,Event,UPI,0.1,11.4,False,% off
2022-10-22,08:06:41,Pizza,3,4.4,STORE_7,Downtown,CUST_101,24,Other,False,False,Walk-in,UPI,0.27,18.56,False,Flat discount
2022-08-26,13:28:31,Pizza,2,3.02,STORE_4,Downtown,CUST_102,56,Female,False,False,Friend,Card,0.1,42.99,False,BOGO
2022-06-29,03:30:38,Coffee,2,7.61,STORE_5,Suburbs,CUST_103,39,Female,False,False,Event,UPI,0.37,44.42,True,None
2020-11-04,13:04:35,Cake,4,2.27,STORE_10,Uptown,CUST_104,26,Male,True,False,Social Media,Card,0.29,31.61,False,% off
2025-04-07,01:02:31,Pizza,2,4.82,STORE_2,Airport,CUST_105,56,Male,True,True,Friend,UPI,0.4,16.75,True,Flat discount
2021-11-28,06:03:58,Tea,2,6.62,STORE_7,Downtown,CUST_106,49,Female,True,True,Social Media,Card,0.49,32.49,False,BOGO
2021-02-10,07:04:04,Cake,2,3.9,STORE_7,Uptown,CUST_107,31,Female,False,True,Online Ad,UPI,0.09,48.98,True,Flat discount
2023-08-09,15:15:55,Pizza,4,5.17,STORE_1,Suburbs,CUST_108,46,Other,True,True,Social Media,Wallet,0.23,8.34,False,Flat discount
2021-03-13,01:59:42,Tea,2,6.2,STORE_6,Uptown,CUST_109,52,Female,True,False,Social Media,Cash,0.0,44.58,True,Flat discount
2021-01-08,13:24:54,Tea,3,7.71,STORE_6,Suburbs,CUST_110,59,Female,True,False,Walk-in,Cash,0.03,21.22,True,% off
2022-03-12,12:51:16,Merchandise,4,2.62,STORE_8,Uptown,CUST_111,29,Female,False,False,Social Media,Cash,0.47,8.24,False,% off
2024-01-01,04:17:40,Merchandise,3,2.94,STORE_8,Suburbs,CUST_112,48,Other,False,True,Online Ad,Wallet,0.08,21.08,False,% off
2024-09-07,21:33:58,Snacks,4,5.05,STORE_4,Suburbs,CUST_113,55,Female,False,False,Friend,UPI,0.25,34.06,True,None
2021-03-06,05:53:21,Pizza,2,4.51,STORE_10,Suburbs,CUST_114,52,Other,False,False,Event,Wallet,0.35,22.66,False,Flat discount
2023-04-19,06:28:50,Pizza,3,4.46,STORE_1,Airport,CUST_115,32,Other,True,False,Social Media,UPI,0.12,28.24,True,Flat discount
2024-02-06,23:52:29,Cake,4,3.78,STORE_5,Suburbs,CUST_116,33,Female,True,False,Social Media,Cash,0.12,20.73,True,None
2024-04-28,08:20:29,Tea,1,5.36,STORE_6,Suburbs,CUST_117,36,Male,False,True,Friend,Cash,0.37,36.07,True,Flat discount
2022-10-03,03:11:38,Pizza,2,7.3,STORE_6,Downtown,CUST_118,33,Male,False,False,Social Media,UPI,0.02,49.95,False,None
2021-02-22,16:27:24,Snacks,4,2.97,STORE_5,Uptown,CUST_119,46,Male,False,False,Social Media,Wallet,0.35,9.02,True,BOGO
2023-05-25,12:48:23,Cold Drinks,1,3.29,STORE_4,Suburbs,CUST_120,46,Male,True,False,Event,Cash,0.26,5.46,False,Flat discount
2023-08-25,20:27:29,Cold Drinks,4,6.02,STORE_7,Suburbs,CUST_121,46,Other,True,True,Social Media,UPI,0.4,39.15,False,% off
2021-06-17,22:58:51,Cold Drinks,1,2.34,STORE_3,Airport,CUST_122,47,Other,True,True,Walk-in,Card,0.48,47.93,False,BOGO
2022-07-02,20:30:46,Coffee,2,6.04,STORE_4,Downtown,CUST_123,38,Female,False,True,Friend,UPI,0.31,47.11,True,BOGO
2023-09-10,10:49:43,Tea,3,3.89,STORE_4,Airport,CUST_124,42,Female,True,True,Friend,Wallet,0.16,47.78,True,% off
2020-10-21,07:30:34,Cold Drinks,1,4.15,STORE_2,Uptown,CUST_125,25,Female,True,True,Online Ad,Card,0.4,40.35,True,None
2021-04-19,15:26:43,Coffee,4,4.43,STORE_10,Uptown,CUST_126,31,Female,False,False,Online Ad,Cash,0.06,21.75,False,% off
2020-08-28,21:00:58,Cold Drinks,2,4.1,STORE_4,Downtown,CUST_127,35,Female,False,True,Walk-in,Cash,0.11,16.75,True,BOGO
2020-01-29,06:04:03,Snacks,1,7.05,STORE_2,Uptown,CUST_128,25,Other,True,True,Friend,Cash,0.26,19.02,True,% off
2023-01-18,09:39:08,Merchandise,4,7.68,STORE_3,Suburbs,CUST_129,49,Other,True,True,Walk-in,Card,0.16,11.61,False,None
2020-04-24,09:55:41,Snacks,4,5.29,STORE_2,Airport,CUST_130,56,Male,False,True,Event,Card,0.37,37.23,False,Flat discount
2024-12-25,18:14:06,Coffee,4,5.49,STORE_1,Airport,CUST_131,51,Other,True,True,Walk-in,Card,0.25,10.68,True,% off
2023-06-28,11:40:24,Tea,1,2.42,STORE_9,Uptown,CUST_132,32,Female,True,True,Social Media,Card,0.42,30.11,True,% off
2023-01-06,21:53:49,Cake,1,6.28,STORE_2,Airport,CUST_133,35,Other,False,False,Social Media,UPI,0.28,42.62,True,BOGO
2023-04-09,01:43:42,Pizza,1,5.5,STORE_2,Airport,CUST_134,29,Male,True,True,Walk-in,Wallet,0.3,20.69,True,% off
2023-02-08,19:53:42,Snacks,3,2.3,STORE_1,Airport,CUST_135,31,Male,False,False,Walk-in,Cash,0.19,48.73,False,Flat discount
2022-09-27,21:48:51,Tea,1,3.19,STORE_4,Airport,CUST_136,56,Male,False,True,Friend,Wallet,0.19,17.75,True,BOGO
2021-06-04,19:00:20,Pizza,1,3.21,STORE_9,Downtown,CUST_137,36,Female,True,False,Event,Wallet,0.01,43.04,False,Flat discount
2020-08-01,21:56:55,Merchandise,1,3.03,STORE_8,Uptown,CUST_138,36,Other,False,False,Friend,UPI,0.28,6.26,False,None
2023-12-17,20:09:43,Merchandise,3,5.95,STORE_8,Airport,CUST_139,55,Female,False,False,Friend,Cash,0.2,31.93,False,% off
2023-07-31,15:23:18,Pizza,1,7.57,STORE_4,Downtown,CUST_140,64,Female,True,False,Social Media,Wallet,0.01,24.18,False,BOGO
2023-02-19,14:29:03,Merchandise,4,6.58,STORE_9,Uptown,CUST_141,55,Male,True,True,Online Ad,Cash,0.24,34.04,True,% off
2021-05-20,10:48:14,Tea,1,4.86,STORE_1,Suburbs,CUST_142,21,Male,True,False,Event,UPI,0.2,31.94,True,None
2023-05-01,01:23:22,Snacks,4,4.42,STORE_1,Uptown,CUST_143,45,Other,True,False,Friend,Card,0.5,35.24,False,% off
2021-02-08,14:19:29,Tea,4,4.32,STORE_8,Suburbs,CUST_144,43,Other,True,True,Event,Wallet,0.43,45.75,True,None
2021-03-02,07:16:20,Tea,4,5.61,STORE_8,Downtown,CUST_145,38,Other,True,True,Walk-in,Wallet,0.41,40.76,False,BOGO
2025-03-02,11:09:06,Pizza,3,4.16,STORE_9,Downtown,CUST_146,53,Male,True,False,Friend,UPI,0.35,10.08,False,Flat discount
2022-07-09,10:21:51,Cake,3,3.36,STORE_10,Suburbs,CUST_147,33,Male,True,True,Event,Card,0.42,32.42,False,None
2023-08-20,18:24:28,Cake,3,5.62,STORE_9,Airport,CUST_148,19,Male,True,False,Friend,Wallet,0.11,44.55,True,None
2020-11-01,16:00:24,Snacks,1,4.34,STORE_2,Downtown,CUST_149,34,Male,False,True,Event,Wallet,0.34,11.14,False,% off
2022-07-30,02:22:07,Pizza,4,2.08,STORE_10,Uptown,CUST_150,18,Male,True,False,Event,UPI,0.47,16.3,False,None
2022-10-15,20:23:50,Cake,3,2.13,STORE_7,Uptown,CUST_151,44,Female,False,True,Online Ad,Wallet,0.23,41.85,False,None
2023-07-14,13:28:23,Merchandise,3,3.64,STORE_9,Uptown,CUST_152,59,Male,True,False,Walk-in,Cash,0.42,6.31,True,BOGO
2020-08-15,01:02:05,Cake,1,5.07,STORE_8,Uptown,CUST_153,24,Male,True,True,Walk-in,Wallet,0.23,32.53,False,None
2024-11-09,02:31:22,Merchandise,3,4.13,STORE_1,Uptown,CUST_154,34,Female,False,True,Online Ad,Card,0.06,18.97,True,% off
2021-07-14,16:26:05,Snacks,1,2.14,STORE_7,Downtown,CUST_155,19,Male,True,True,Event,Cash,0.03,23.38,False,None
2022-04-18,21:37:36,Tea,2,3.34,STORE_7,Uptown,CUST_156,18,Other,True,False,Friend,UPI,0.38,16.48,False,BOGO
2024-09-17,14:17:31,Tea,3,2.58,STORE_7,Airport,CUST_157,56,Male,False,False,Event,Wallet,0.2,5.17,False,Flat discount
2024-05-18,19:37:23,Cake,2,7.69,STORE_9,Downtown,CUST_158,61,Male,False,False,Friend,Cash,0.31,10.12,False,Flat discount
2020-05-17,19:11:50,Merchandise,1,3.88,STORE_9,Suburbs,CUST_159,35,Other,True,False,Friend,Cash,0.25,29.63,False,Flat discount
2024-09-28,22:07:51,Coffee,4,2.09,STORE_5,Airport,CUST_160,48,Other,True,True,Walk-in,Cash,0.43,20.46,False,% off
2024-03-22,08:26:00,Cold Drinks,3,5.96,STORE_4,Downtown,CUST_161,32,Male,True,True,Online Ad,UPI,0.25,38.66,False,BOGO
2021-09-27,04:06:21,Coffee,1,3.39,STORE_4,Airport,CUST_162,52,Other,True,False,Event,Card,0.3,8.57,True,% off
2020-04-06,12:32:01,Cold Drinks,4,5.4,STORE_2,Uptown,CUST_163,32,Other,False,False,Friend,Card,0.12,35.5,False,BOGO
2025-02-11,10:00:31,Coffee,4,2.9,STORE_7,Suburbs,CUST_164,59,Male,True,True,Friend,UPI,0.09,5.28,False,% off
2023-03-29,06:01:08,Tea,2,7.9,STORE_6,Airport,CUST_165,28,Female,False,False,Walk-in,Wallet,0.13,36.7,True,% off
2022-11-26,00:32:41,Pizza,1,7.82,STORE_1,Airport,CUST_166,34,Male,False,True,Event,Wallet,0.08,21.15,True,% off
2022-12-14,17:37:55,Tea,4,5.94,STORE_10,Airport,CUST_167,19,Female,False,True,Online Ad,Wallet,0.28,49.98,False,% off
2022-10-14,05:11:05,Cold Drinks,3,6.24,STORE_9,Airport,CUST_168,44,Female,False,True,Social Media,Card,0.25,28.62,False,None
2023-06-10,10:42:03,Pizza,3,4.56,STORE_4,Suburbs,CUST_169,27,Other,True,True,Walk-in,Wallet,0.3,24.42,True,None
2020-10-07,03:49:33,Merchandise,2,7.77,STORE_4,Uptown,CUST_170,52,Female,True,False,Online Ad,Card,0.2,28.61,True,BOGO
2020-02-14,00:27:46,Cake,4,4.54,STORE_9,Airport,CUST_171,25,Male,True,True,Friend,Cash,0.05,47.98,False,% off
2022-07-09,17:53:00,Coffee,1,3.44,STORE_2,Downtown,CUST_172,24,Other,False,False,Walk-in,Card,0.03,32.79,False,Flat discount
2022-12-14,22:13:18,Merchandise,3,2.69,STORE_3,Suburbs,CUST_173,22,Female,False,False,Walk-in,Cash,0.38,38.87,False,% off
2024-05-07,14:39:54,Merchandise,4,3.25,STORE_8,Downtown,CUST_174,26,Male,True,True,Online Ad,Card,0.42,46.37,True,% off
2024-11-16,22:44:34,Cake,4,5.43,STORE_3,Suburbs,CUST_175,27,Other,True,False,Friend,Cash,0.41,36.38,False,Flat discount
2021-06-09,12:47:25,Merchandise,2,3.47,STORE_5,Uptown,CUST_176,43,Female,True,True,Walk-in,Card,0.14,16.02,True,BOGO
2023-06-25,04:30:05,Cake,3,5.93,STORE_10,Uptown,CUST_177,42,Male,True,True,Social Media,Wallet,0.14,39.41,False,Flat discount
2020-11-28,14:21:36,Snacks,3,4.29,STORE_1,Uptown,CUST_178,25,Female,True,True,Social Media,Card,0.27,33.12,False,Flat discount
2021-05-16,07:06:55,Cake,1,7.32,STORE_2,Uptown,CUST_179,64,Other,False,False,Walk-in,UPI,0.36,47.84,False,None
2023-06-17,00:24:58,Cold Drinks,3,5.35,STORE_5,Airport,CUST_180,47,Female,True,True,Social Media,Card,0.12,31.92,False,BOGO
2022-10-12,05:05:12,Coffee,1,5.74,STORE_1,Suburbs,CUST_181,47,Male,False,True,Walk-in,UPI,0.34,9.15,True,% off
2022-05-23,01:56:46,Pizza,3,5.34,STORE_6,Uptown,CUST_182,27,Other,False,True,Friend,Card,0.28,23.5,False,BOGO
2023-03-29,18:13:58,Pizza,2,7.31,STORE_5,Airport,CUST_183,62,Female,False,True,Event,UPI,0.08,35.48,False,None
2022-08-18,19:43:19,Coffee,3,2.38,STORE_4,Suburbs,CUST_184,61,Male,True,True,Online Ad,Card,0.1,28.08,False,None
2020-10-29,22:36:40,Pizza,1,2.4,STORE_10,Suburbs,CUST_185,28,Female,True,True,Friend,Cash,0.16,23.34,True,Flat discount
2023-10-12,14:45:25,Cake,1,6.21,STORE_4,Airport,CUST_186,63,Male,True,True,Social Media,Card,0.46,30.01,False,BOGO
2024-10-26,18:28:45,Cold Drinks,2,6.61,STORE_5,Suburbs,CUST_187,62,Female,True,True,Friend,Card,0.44,49.61,True,Flat discount
2020-08-06,19:44:54,Snacks,3,4.6,STORE_7,Suburbs,CUST_188,56,Other,False,True,Friend,Cash,0.11,12.96,True,None
2021-11-20,01:54:03,Cold Drinks,3,4.11,STORE_10,Suburbs,CUST_189,19,Male,False,False,Friend,Card,0.42,7.55,False,BOGO
